#id,Date,Title,cat,cat+,linked CI,Short Description / inclusion criteria,Form,Region/Organization,Link,Ukraine,Institution 
238,2023-05-24 00:00:00,EU Statement – UN Open-Ended Working Group on ICT: International Law,1,.,,"The EU underscores the importance of adhering to international law in the context of ICT and supports the establishment of a permanent platform, the Programme of Action (PoA), for promoting discussions and capacity building in this area.",,,https://www.eeas.europa.eu/delegations/un-new-york/eu-statement-–-un-open-ended-working-group-ict-international-law-1_en,0,EEAS
239,2023-05-25 00:00:00,EU Statement – UN Open-Ended Working Group on ICTs: Regular Institutional Dialogue,1,.,,"The EU emphasizes the need for a permanent platform, the Programme of Action (PoA), to facilitate discussions on responsible state behavior in cyberspace and promote capacity building.",,,https://www.eeas.europa.eu/delegations/un-new-york/eu-statement-–-un-open-ended-working-group-icts-regular-institutional_en?s=63,0,EEAS
240,2023-05-25 00:00:00,"Remarks by Commissioner Várhelyi at the joint press conference with H.E. Ms Vjosa Osmani-Sadriu, President of Kosovo",1,.,,Launch of capacity building programme in security sector including cybersecurity,,,https://ec.europa.eu/commission/presscorner/detail/en/speech_23_2934,0,Commission
241,2023-05-26 00:00:00,EU Statement – UN Security Council Arria-formula meeting: Responsibility of States to cyberattacks on critical infrastructure,1,.,,"The European Union underlined the increasing threat of cyberattacks on critical infrastructure, called for stronger measures to prevent and respond to such attacks, stressed the importance of international law in cyberspace and proposed the revision of the EU Cyber Diplomacy Toolbox as a means to improve resilience and stability in cyberspace.",,,https://www.eeas.europa.eu/delegations/un-new-york/eu-statement-–-un-security-council-arria-formula-meeting-responsibility_en,0,EEAS
242,2023-05-26 00:00:00,EU Statement – UN Global Digital Compact: Deep Dive on Digital Trust and Security,1,.,,"The European Union delivers a statement on the UN Global Digital Compact, highlighting the importance of building digital trust and security, fostering global cooperation, and promoting human rights in the digital domain.",,,https://www.eeas.europa.eu/delegations/un-new-york/eu-statement-–-un-global-digital-compact-deep-dive-digital-trust-and_en,1,EEAS
243,2023-05-31 00:00:00,"Joint Statement EU-US Trade and Technology Council of 31 May 2023 in Lulea, Sweden",2,.,,"Dialogue US, Cooperation with Philipines and Costa Rica and support for their cybersecurity projects","Dialouge with the USA, cooperation Philipines and Costa Rica","USA, Costa Rica, Phillipines",https://ec.europa.eu/commission/presscorner/detail/en/statement_23_2992,0,Commission
244,2023-06-09 00:00:00,"Presidents of Estonia and Albania attend EU-supported Albania, Montenegro, and North Macedonia cybersecurity exercise",1,.,,Awareness raising on improiving cyber resilience in the Western Balkans,Press release,Albania,https://www.eeas.europa.eu/delegations/albania/presidents-estonia-and-albania-attend-eu-supported-albania-montenegro-and-north-macedonia_en,0,EEAS
245,2023-06-12 00:00:00,Keynote speech by Vice-President Maros Sefcovic at the EU-UK Forum Annual Conference 2023,2,.,,Set up of structured dialogues on cyber-security between the UK and EU,,UK,https://ec.europa.eu/commission/presscorner/detail/en/speech_23_3211,0,Commission
246,2023-06-11 00:00:00,COVI calls for action- COVID-19 recommendations for the future,1,.,,The Special Committee on the COVID-19 pandemic recommends on seting up instruments and funding programmes in the health domain to fight cyber threats,Press release,,https://www.europarl.europa.eu/news/en/press-room/20230612IPR96902/covi-calls-for-action-covid-19-recommendations-for-the-future,0,Parliament
247,2023-06-21 00:00:00,L'Europe doit défendre ses intérêts dans l'espace et protéger son accès à l'espace,3,.,ViaSat,Signals awareness on malicious actvitiy targeting communication systems by Russia. ,Op-ed,,https://www.eeas.europa.eu/eeas/%C2%AB-leurope-doit-d%C3%A9fendre-ses-int%C3%A9r%C3%AAts-dans-lespace-et-prot%C3%A9ger-son-acc%C3%A8s-%C3%A0-lespace-%C2%BB-avec-thierry_en,1,"HR, Vice-President of the Commission"
248,2023-06-23 00:00:00,Iceland: First dialogue on securrity and defence with the European Union takes place in Reykjavik,2,.,,The EU and Iceland held their first dialogue on security and defence. They discussed opportunities for cooperation in the areas of resilience and cybersecurity and agreed to continue exchanges on a regular basis.,Statement,Iceland,https://www.eeas.europa.eu/eeas/iceland-first-dialogue-security-and-defence-european-union-takes-place-reykjavik_en,0,EEAS
249,2023-06-25 00:00:00,EU-U.S.: Consultations between European External Action Service Secretary General Stefano Sannino and U.S. Under Secretary of State Victoria Nuland,2,1,,Secretary Sannino and Under Secretary Nuland stressed the importance of increasing coordination on cyber cooperation with the Indo-Pacific region. They intend to foster joint actions in the Indo-Pacific by supporting cyber capacity-building and CBMs.,Press release,"US, Indo-Pacific",https://www.eeas.europa.eu/eeas/eu-us-consultations-between-european-external-action-service-secretary-general-stefano-sannino-and_en,0,EEAS
250,2023-06-29 00:00:00,EU-NATO Task Force: Final assessment report on strengthening our resilience and protection of critical infrastructure,3,1+2,,The EU-NATO Task Force report stresses the new hybrid threats brought by Russias war of aggression against Ukraine. Awareness raising on vulnerability of transportion infrastructure. The recommendation is strengthening the Structured Dialogue on Resilience.,Press release,NATO,https://ec.europa.eu/commission/presscorner/detail/en/ip_23_3564,1,"Commission, EEAS"
251,2023-06-30 00:00:00,Speech by Commissioner Breton on cybersecurity at the High-Level Conference on Cybersecurity in the Republic of Korea,2,1,,"Awareness raising on Cybersecurity regarding the amount of recorded malware attacks in the world. The EU expresses that its ready to join forces with the Republic of Korea to enhance cyber resilience, launch a dedicated EU-Korea cyber dialogue and establish the foundations of cooperation in capacity-building exercises.",Speech,Republic of Korea,https://ec.europa.eu/commission/presscorner/detail/en/speech_23_3661,0,Commission
252,2023-07-17 00:00:00,EU-Latin America and Caribbean: Joint Declaration on a Digital Alliance,2,.,,"Agreement on deepening the partnership by establishing an EU-LAC Digital Alliance, a Forum that provides bi-regional dialogue and cooperation on digital matters.",Statement,EU + 22 Countries,https://ec.europa.eu/commission/presscorner/detail/en/statement_23_3892,0,Commission
253,2023-07-31 00:00:00,Keynote speech by President von der Leye at the Philippines Business Forum,2,.,,The EU is deepening the security partnership and cyber cooperation with the Philippines,Speech,Philippines,https://ec.europa.eu/commission/presscorner/detail/en/speech_23_4030,0,Commission
254,2023-09-05 00:00:00,Tech and Geopolitics: Building European Resilience in the Digital Age - Keynote speech by European Commissioner Thierry Breton at the Tallin Digital Summit,1,.,,Awareness raising on Cyberthreats in the EU due to EU being a growing target for cyberattacks,Speech,,https://ec.europa.eu/commission/presscorner/detail/en/speech_23_4346,0,Commission
255,2023-09-07 00:00:00,Keynote introductory speech by Commissioner Simson at ENTSO-E's High-Level Forum on the 'Future of our grids: accelerating Europe's energy transition',1,.,,Calls for cybe-proof electricity grids in the EU,Speech,Brussels,https://ec.europa.eu/commission/presscorner/detail/en/speech_23_4377,0,Commission
256,2023-09-27 00:00:00,"Ahead of Granada Summit, Commission takes stock of achievements and identifies areas for action to build a more resilient, competetive and sustainable Europe",1,.,,Stresses the need for more efforts to strengthen the European defence and adress cyber and hybrid threats,Press release,Brussels,https://ec.europa.eu/commission/presscorner/detail/en/ip_23_4644,0,Commission
257,2023-10-01 00:00:00,Ukraine: Press remarks by High Representative Josep Borell on Russia's information manipulation in ist military aggression,3,.,,"Signals the seriousness of hybrid attacks executed by Russia (propaganda, manipulation, disinformation and cyberattacks). The EU sets the fight on the hybrid war as a high priority for the EU and Ukraine.",Speech,Ukraine,https://www.eeas.europa.eu/eeas/ukraine-press-remarks-high-representative-josep-borrell-russia%E2%80%99s-information-manipulation-its_en,1,"EEAS, HR"
258,2023-10-02 00:00:00,EU Statement - UN General Assembly 1st Committee: General Debate,3,1+2,,"Cyber threatsa as a crisis the whole world has to face. Calls for a ""New Agenda for Peace"" which should strengthen multilateral cooperation to continue putting cyber-related risks in full compliance with international law. The EU fully supports the evolving framework of responsilbe state behavior in cyberspace.",Statement,UN,https://www.eeas.europa.eu/delegations/un-new-york/eu-statement-%E2%80%93-un-general-assembly-1st-committee-general-debate_en,0,EEAS
259,2023-10-04 00:00:00,"Mr Olivér Várhelyi addresses the participants of the Western Balkans Digital Summit 2023 in Sarajevo, via video message",1,.,,Stress the need to step up the efforts on strengthening the region's cyber resilience for a succssesful digital transition,Speech,Western Balkans,https://ec.europa.eu/commission/presscorner/detail/en/speech_23_4764,0,Commission
260,2023-10-10 00:00:00,Third European Defence & Security Conference - Opening speech by Commission Thierry Breton,1,.,,"Proposals on protection of the EU Cyberspace with a ""cyber shield"", a European infrastructure for the advanced deflection of cyberattacks.",Speech,Brussels,https://ec.europa.eu/commission/presscorner/detail/en/speech_23_4868,0,Commission
261,2023-10-10 00:00:00,"EU-GCC Joint Council and Ministerial Meeting: Press remarks by High Representative Josep Borrell at the joint press conference with GCC Secretary General, Jassem Al Budaiwi and Omani Minister of Foreign Affairs, Sayyid Al Busaidi",2,.,,States that the EU is open for a strategic partnership with the Golf Council Cooperation to face cyber threats,Speech/Remark,GCC,https://www.eeas.europa.eu/eeas/eu-gcc-joint-council-and-ministerial-meeting-press-remarks-high-representative-josep-borrell-joint_en,0,"HR, EEAS"
262,10.20.2023,U.S. - EU Summit Joint Statement,2,.,,Commitment to work together on decreasing vulnerability to cyberattacks and raise the security standards for consumer products.,Statement,"US, EU",https://ec.europa.eu/commission/presscorner/detail/en/statement_23_5198,0,Commission
263,2023-10-24 00:00:00,EU Statement - UN General Assembly 1st Committee: Cybersecurity,3,1+2,,"Stresses the spill over effect of cyber-attacks against Ukraine on the EU countries. Underlines the need to further strengthen security and stability in cyberspace, to promote peace and security in cyberspace through a permanent and cooperative platform.",Statement,"UN, EU",https://www.eeas.europa.eu/delegations/un-new-york/eu-statement-%E2%80%93-un-general-assembly-1st-committee-cybersecurity-0_en,1,EEAS
264,2023-10-30 00:00:00,"OSCE Forum for Security Cooperation N°1060 Vienna, 25 October 2023",3,2,,Stresses the impact of cyber and hybrid threats on Ukraine. Reasures the support of Ukraine in fighting the hybrid threats and reinforces the comprehensive cooperation with Ukraine in its cyber defence capacity.,Statement/Declaration,"EU, Ukraine",https://www.eeas.europa.eu/delegations/vienna-international-organisations/osce-forum-security-co-operation-n%C2%B01060-vienna-25-october-2023-0_en,1,EEAS
265,2023-11-15 00:00:00,EU-supported live fire cybersecurity exercise hoste by Moldova's Ministry of Defence,1,.,,EU supported cybersecurity exercise to enhance the cyber defence skills in Moldova,Press release,Moldova,https://www.eeas.europa.eu/delegations/moldova/eu-supported-live-fire-cybersecurity-exercise-hosted-moldova%E2%80%99s-ministry-defence_en,0,EEAS
266,2023-11-21 00:00:00,"Commission endorses Romania's €28.5 billion modified recovery and resilience plan, including a REPowerEU chapte",1,.,,Financially contribution to the digital transition of Romania to limit the risk of cyber attacks.,Press release,Romania,https://ec.europa.eu/commission/presscorner/detail/en/ip_23_5918,0,Commission
267,2023-11-21 00:00:00,EU cybersecurity exercise to foster cooperation and promote free and fair EU elections,1,.,,EU cybersecurity exercise to evaluate and strengthen possible responses to potential cybersecurity incidents affecting the European elections,Press release,EU,https://ec.europa.eu/commission/presscorner/detail/en/ip_23_5853,0,"Commission, ENISA, Parliament"
268,2023-11-22 00:00:00,Japan: EU and Japan hold fifth Dialogue in Brussels,2,1,,"The EU and Japan discussed their respective cyber strategies, bilateral cooperational. They also exchanged on capacity building and the threat landscape. They agreed to continue the Dialogue on a regular basis",Press release,"Japan, EU",https://www.eeas.europa.eu/eeas/japan-eu-and-japan-hold-fifth-dialogue-brussels_en,0,"EEAS, EC3, EUROPOL, CERT-EU, Commission, ENISA"
269,2023-11-23 00:00:00,Speech by Commissioner McGuinness at BEUC event on digital finance,1,.,,Concern around cyber attacks and cyber security in the finance sector,Speech,EU,https://ec.europa.eu/commission/presscorner/detail/en/speech_23_6019,0,Commission
270,2023-11-24 00:00:00,Making further progress in the strategic partnership at 2023 EU – Canada Summit,2,.,,Agreement between Canada and the EU to work togheter in crucial areas such as AI and cyber security.,Press release,"Canada, EU",https://ec.europa.eu/commission/presscorner/detail/en/ip_23_6018,0,Commission
271,2023-11-30 00:00:00,Cyber Resilience Act: agreement with Council to boost digital product's security,1,.,,Agreement with council to strengthen the cybersecurity of new connected products.,Press release,EU,https://www.europarl.europa.eu/news/en/press-room/20231106IPR09007/cyber-resilience-act-agreement-with-council-to-boost-digital-products-security,0,Parliament
272,2023-11-30 00:00:00,Keynote speech by President von der Leyen at the EDA Annual Conference 2023: Powering up European Defence,1,.,,Stresses that security is more interlinked than ever before.,Speech,EU,https://ec.europa.eu/commission/presscorner/detail/en/speech_23_6207,0,Commission
273,2023-11-27 00:00:00,Switzerland: EU-Switzerland hold first structured Security and Defence Dialogue and mediation talks,2,.,,Agreement between the EU and Switzerland to hold the Dialogue on an annual basis,Press release,"EU, Switzerland",https://www.eeas.europa.eu/eeas/switzerland-eu-switzerland-hold-first-structured-security-and-defence-dialogue-and-mediation-talks_en,0,EEAS
274,2023-12-01 00:00:00,"""A European Defence for our Geopolitical Union"": speech by President Charles Michel at the EDA annual conference",1,.,,Proposal for a European cyber force that would be a fundamental component of the European defence with offensive capabilities.,Speech,EU,https://www.eeas.europa.eu/delegations/ukraine/%E2%80%9C-european-defence-our-geopolitical-union%E2%80%9D-speech-president-charles-michel-eda-annual-conference_en,0,President of the European Council
275,2023-12-05 00:00:00,EU Statement – UN General Assembly: Informal Consultations on the Summit of the Future Chapter 2 on International Peace and Security,2,.,,Stresses that a  global and secure cyberspace is only possbile if the implementation of the agreed framework for repsonsible state behavior is supported and if they improve coordination.,Statement,"UN, EU",https://www.eeas.europa.eu/delegations/un-new-york/eu-statement-%E2%80%93-un-general-assembly-informal-consultations-summit-future-chapter-2-international_en,0,EEAS
276,2023-12-07 00:00:00,Cyber-Fragen: Erklärung des Hohen Vertreters im Namen der Europäischen Union über den Schutz demokratischer Prozesse vor böswilligen Cyberaktivitäten,3,.,"Bundestag Hack, Ghostwriter",The EU condemns malicious cyber activities with the goal of disrupting or manipulating democratic institutions and elections. They are ready to empose sanctions to prevent cyber attacks.,Press release,EU,https://www.consilium.europa.eu/de/press/press-releases/2023/12/07/cyber-statement-by-the-high-representative-on-behalf-of-the-european-union-on-the-protection-of-democratic-processes-against-malicious-cyber-activities/,0,HR
277,2023-12-07 00:00:00,Daily News 07 / 12 / 2023,2,1,,Agreement between the EU and USA to strengthen the transatlantic cooperation and to further enhance global cyber resilience by implementing cyber capacity building.,,Press release,https://ec.europa.eu/commission/presscorner/detail/en/mex_23_6427,0,EEAS
278,2023-12-13 00:00:00,Western Balkans: Press remarks by High Representative Josep Borell ahead of the EU-Western Balkans Summit,1,.,,Awareness raising concering the challenges like cyber attacks Western Balkan is facing as they align themselves with the Foreign and Security Policy of the EU.,Speech,Western Balkans,https://www.eeas.europa.eu/eeas/western-balkans-press-remarks-high-representative-josep-borrell-ahead-eu-western-balkans-summit_en,0,HR
279,2023-12-14 00:00:00,Daily News 14/12/2023,1,.,,EU invests more than 760 in digital transition and cybersecurity to enhance the EU's collective resilience against cyber threats.,Press release,EU,https://ec.europa.eu/commission/presscorner/detail/en/mex_23_6625,0,Commision
280,2023-12-14 00:00:00,Cyber: EU and UK launch Cyber Dialogue,1,.,,"EU and UK raising awareness on a changed threat landscape following the Russian invasion of Ukraine, at the first meeting of their cyber dialogue",Press release,"UK, EU",https://www.eeas.europa.eu/eeas/cyber-eu-and-uk-launch-cyber-dialogue_en,0,EEAS
281,2023-12-19 00:00:00,EU Statement - UN Open-Ended Working Group on ICT: Confidence - Building Measures,1,.,,The EU stresses that cyber confidence building measures are an essential tool in mitigating the risks of misperception and unintended escalation. The EU believes that CBMs are best implemented by regional organizations with the capacity and expertise.,Statement,UN,https://www.eeas.europa.eu/delegations/un-new-york/eu-statement-%E2%80%93-un-open-ended-working-group-ict-confidence-building-measures-0_en,0,EEAS
282,2024-01-29 00:00:00,"Cyber: Statement by the High Representative on behalf of the European Union, expressing solidarity with Australia on the impact of cyber-attacks against its health sector",3,1,Medibank,"Statement signaling condemnation of cyber activities targeting essential operators, raising awareness on an increase of attacks on the healthcare sector and highlighting EU commitment to combat such attacks through joint diplomatic action",Press release/ Statement High Representative,Australia,https://www.consilium.europa.eu/en/press/press-releases/2024/01/29/cyber-statement-by-the-high-representative-on-behalf-of-the-european-union-expressing-solidarity-with-australia-on-the-impact-of-cyber-attacks-against-its-health-sector/,0,Council
283,2024-01-30 00:00:00," Keynote speech on ""Shaping the digital future of finance"" by Commissioner McGuinness at Afore Annual Conference on Fintech and Regulation",3,1,Ransomware attack Industrial and Commercial Bank of China,"Highlights cyber-security as a top priority, raises awareness on high number of cyber attacks and their impact in the financial sector",Speech,,https://ec.europa.eu/commission/presscorner/detail/en/speech_24_566,0,Commision
284,2024-01-30 00:00:00, Joint Statement by Commissioner for Internal Market Breton and United States Secretary of Homeland Security Mayorkas,2,1,,Joint statement with announcment of closer cooperation on cybersecurity between the US and the EU; awarenessraising on a proliferation of threats in cyberspace,Press release/ Joint Statement,USA,https://ec.europa.eu/commission/presscorner/detail/en/statement_24_576,0,Commision
285,2024-02-28 00:00:00,Defence: Statement on behalf of High Representative Josep Borrell at the EP debate on strengthening European Defence in a volatile geopolitical landscape,3,1,,"Awareness raising on cyber defense capabilities being needed in the modern threat landscape facing the EU, signals awareness that the Russian invasion of Ukraine further changed the cyber landscape",Press release/ Statement High Representative,,https://www.eeas.europa.eu/eeas/defence-statement-behalf-high-representative-josep-borrell-ep-debate-strengthening-european-defence_en,1,EEAS
286,2024-03-16 00:00:00,"OSCE Permanent Council No.1465 Vienna, 14 March 2024; EU Statement on the Russian Federation’s ongoing aggression against Ukraine",3,.,,"Condemns Russian cyber attacks and disinformation campaigns, signals the seriousness of this issue for the EU and insists on the ceasement of such actions agains the EU, the OSCE and a variety of states",Press release/ Eu Statement Delegation to UN and OSCE,OSCE,https://www.eeas.europa.eu/delegations/vienna-international-organisations/osce-permanent-council-no1465-vienna-14-march-2024-0_en,1,EEAS
287,2024-03-20 00:00:00,Joint press release following the 9th Association Council meeting between the EU and Ukraine,1,.,,"Raises awareness on EU strategic orientation in strengthening Ukrainian cybersecurity, such efforts being in line with NIS2 and other frameworks",Press release/ Joint Statement,,https://www.consilium.europa.eu/en/press/press-releases/2024/03/20/joint-press-release-following-the-9th-association-council-meeting-between-the-eu-and-ukraine/,1,Council
288,2024-04-01 00:00:00,"Cybersecurity Rapid Response for Albania, Montenegro and North Macedonia 2.0",1,.,,"Support Package with 1.8 million Euros to support Albania, Montenegro and North Macedonia to fend off increasing levels of threats in the cyberspace.",Press release,"Albania, North Macedonia, Montenegro",https://www.eucybernet.eu/ccb-projects/ https://ega.ee/project/western-balkan-rapid-2-0/ ,0,HR
289,2024-04-01 00:00:00,NÚKIB-AKCESK Cyber Security Exercise in Albania,1,.,,Capacity building in Albania seeking to enhance crisis communication between institutions thus strenghtening cyber resilience,Capacity building,Albania,https://cybilportal.org/projects/nukib-akcesk-cyber-security-exercise-in-albania/,0,Commision
290,2024-04-01 00:00:00, EU and Canada boost their strategic digital partnership to address new challenges,2,.,,"Joint statement of Canada and the EU with the intention to collaborate on cybersecurity regulatory frameworks and standards, including information exchange as a first step; convening of a dialog to further decide on steps",Press release/ Joint Statement,Canada,https://ec.europa.eu/commission/presscorner/detail/en/ip_24_614,0,Commision
291,2024-04-11 00:00:00," Vice-President Suica delivers a keynote speech via video message for 15th Regional Airports Conference and Exhibition “Regional Airports Navigating Change: Resilience, Sustainability, and Financial Viability"", organized by ACI Europe",1,.,,Raises awareness on a need to increase cyber security due to recent surges in cyber attacks,Speech,,https://ec.europa.eu/commission/presscorner/detail/en/speech_24_1973,0,Commision
292,2024-04-26 00:00:00,Moldova: Joint press statement following the third High-Level Political and Security Dialogue with the EU,2,.,,Joint statement following dialogue of Moldova and the EU to further intensify security cooperation including cybersecurity,Press release/ Joint Statement,Moldova,https://www.eeas.europa.eu/eeas/moldova-joint-press-statement-following-third-high-level-political-and-security-dialogue-eu_en,1,EEAS
293,2024-05-03 00:00:00,Cyber: Statement by the High Representative on behalf of the EU on continued malicious behaviour in cyberspace by the Russian Federation,3,.,"APT 28, Bundestag hack, German Social Democratic Party (SPD) cyber attack","Signaling statement by the high representative, condemning russian behaviour in cyberspace and highlighting EU determination to deter and respond to malicious russian behaviour in cyberspace",Press release/ Statement High Representative,Russia,https://www.consilium.europa.eu/en/press/press-releases/2024/05/03/cyber-statement-by-the-high-representative-on-behalf-of-the-eu-on-continued-malicious-behaviour-in-cyberspace-by-the-russian-federation/,1,Council
294,2024-05-15 00:00:00,Commission reports on overall progress on the Security Union,1,.,,Raises awareness on a variety of sectors vulnerable to cyberattack whilst informing about policies undertaken to mitigate such attacks and increase cybersecurity,Press release,,https://ec.europa.eu/commission/presscorner/detail/en/ip_24_2565,0,Commision
295,2024-05-16 00:00:00,"OSCE Permanent Council 1473 Vienna, 16 May 2024: EU Statement on the Russian Federation’s malign activities and interference in the OSCE region",3,1+2,"APT 28, Bundestag hack, German Social Democratic Party (SPD) cyber attack","Condemns Russian behavior in cyberspace, signals the seriousness of the situation for the EU and consequences of such actions, highlights how the OSCE can assist in promoting security in cyberspace, also raises awareness on russian behavior in cyberspace and such actions violation norms of responsible behavior in cyberspace",Press release/ Eu Statement Delegation to UN and OSCE,OSCE,https://www.eeas.europa.eu/delegations/vienna-international-organisations/osce-permanent-council-1473-vienna-16-may-2024_en,1,EEAS
296,2024-05-21 00:00:00,Cybersecurity: Council approves conclusions for a more cyber secure and resilient Union,3,1,,"EU Council conclusion setting out action and a call on further clarification of roles in the cyber domain, further expresses the need for a multistakeholder approach; signaling. Raises awareness on an increased threat.",Press release/ Council Conclusion,,https://www.consilium.europa.eu/en/press/press-releases/2024/05/21/cybersecurity-council-approves-conclusions-for-a-more-cyber-secure-and-resilient-union/,0,Council
297,2024-06-01 00:00:00,Cybersecurity Training Program to Strengthen Cyber Capabilities in the Caribbean Region,1,.,,Capacity building in the Caribbean Region,Capacity building,Caribbean,https://cybilportal.org/projects/cybersecurity-training-program-to-strengthen-cyber-capabilities-in-the-caribbean-region/,0,EU
298,2024-06-20 00:00:00,EU Statement - UN Security Council High-Level Open Debate: Maintenance of International Peace and Security - Addressing Evolving Threats in Cyberspace,3,1,"APT 28, Bundestag hack, German Social Democratic Party (SPD) cyber attack","Calls for a stop of russian linked cyber espionage, signals concern over such activities and signals that such activities are contrary to responsible state behavior and international norms, raises awareness on the difficulties regarding attribution and cross-border impact of cyber attacks",Press release/ EU Statement Delegation to UN,UN,https://www.eeas.europa.eu/delegations/un-new-york/eu-statement-un-security-council-high-level-open-debate-maintenance-international-peace-and-security_en,0,EEAS
299,2024-06-24 00:00:00,Cyber-attacks: six persons added to EU sanctions list for malicious cyber activities against EU member states and Ukraine,4,1+2+3,"Callisto group, Armageddon hacker group, Conti, Trickbot, Wizard Spider, ViaSat/KA-SAT","Sanctioning of 6 individuals, some of whom supported by the russian FSB, condemnation of malicious russian cyber activities, strengthening of cooperation with Ukraine, informs about the framework",Press release/ Council Decision,"Russia, Ukraine",https://www.consilium.europa.eu/en/press/press-releases/2024/06/24/cyber-attacks-six-persons-added-to-eu-sanctions-list-for-malicious-cyber-activitiescyberattacks-against-eu-member-states-and-ukraine/,1,Council
